FEES, FEEto pay a fixed charge [v]
FEET, FOOTthe terminal part of the leg on which the body stands and moves [n]
FEGS, FEG(dialect) a segment of an orange [n]
FEHM, (German) a mediaeval German courtalso VEHM [n FEHME]
FEHS, FEH(Hebrew) a letter of the Hebrew alphabet
FEIS, (Irish) an ancient Irish assembly for the proclamation of laws etc. [n FEISEANNA]
FELL, to cause to fall [v -ED-ING
FELT, to mat together [v -ED-ING
FEME, a legal term for a womanas in feme covert
FEMS, FEMa passive homosexual [n]
FEND, to ward off [v -ED-ING
FENI, (Hindi) an alcoholic spirit made from coconutsalso FENNY [n -S]
FENS, FENwet land with alkaline
FENT, a slit [n -S]
FEOD, a fief or land held on condition of service [n -S]
FERE, (Scots) a companionalso FEARE
FERM, (Spenser) a farmlodging [n -S]
FERN, a flowerless vascular plant [n -S]
FESS, to confess [v -ED-ING
FEST, a gathering of people for an activity [n -S]
FETA, (Modern Greek) a crumbly white cheesealso FETTA [n -S]
FETE, (French) to honour with festivities [v FETEDFETING
FETS, FET(obsolete) to fetch
FETT, (obsolete) to fetchalso FET [v -ED
FEUD, to engage in a persistent state of private enmity [v -ED-ING
FEUS, FEU(Scots) to grant land to under Scottish feudal law [v]
FEWS, FEWa small number [n]
FEYS, FEYto clean out
FIAR, (Scots) the owner of the fee simple of a property [n -S]
FIAT, (Latin) a formal authorization for a proposed arrangement [n -S] / to sanction [v -ED-ING
FIBS, FIBto tell a trivial lie [v]
FICE, a small dog of mixed breedalso FEIST
FICO, (Shakespeare) a figa gesture of contempt
FIDO, a coin having a minting error [n -S]
FIDS, FIDa conical pin of hard wood [n]
FIEF, a feudal estate [n -S]
FIER, a companionalso FERE
FIFE, to play a high-pitched flute [v FIFEDFIFING
FIFI, a kind of hook [n -S]
FIGO, (Shakespeare) a figa gesture of contempt
FIGS, FIGto dress up [v]
FIKE, (Scots) to fidget restlesslyalso FYKE [v FIKED
FIKY, (Scots) fidgeting and restlessalso FIKISH [adj FIKIER
FILA, FILUM(Latin) a threadlike anatomical structure [n]
FILE, to arrange in order for future reference [v FILEDFILING
FILK, a type of popular music that parodies folk songs [n -S]
FILL, to make full [v -ED-ING
FILM, to make a motion picture [v -ED-ING
FILO, (Greek) very thin pastry doughalso FILLO
FILS, FIL(Shakespeare) the shaft of a vehicle [n]
FIND, to come upon after a search [v FOUNDFINDING
FINE, to incur a monetary penalty [v FINEDFINING
FINI, (French) finished; ruined [adj]
FINK, to inform to the police [v -ED-ING
FINO, (Spanish) a type of light-coloured dry sherry [n -S]
FINS, FINto equip with paddle-like structures [v]
FIQH, Islamic jurisprudencean expansion of the Sharia Islamic law [n -S]
FIRE, to project by discharging from a gun [v FIREDFIRING
FIRK, (Shakespeare) to drive or rouse; to speed along [v -ED-ING
FIRM, unyielding to pressure [adj FIRMERFIRMEST
FIRN, (German) granular ice formed by the recrystallization of snowaka neve [n -S]
FIRS, FIRan evergreen tree [n]
FISC, (obsolete) the state treasury; the public revenuealso FISK [n -S]
FISH, to try to catch cold-blooded aquatic vertebrates [v -ED-ING
FISK, to friskgad about [v -ED
FIST, to strike with the tightly closed hand [v -ED-ING
FITS, FITto adjust to the right size [v]
FITT, (archaic) a division of a poemalso FITTE
FIVE, a number [n -S]
FIXT, FIXto make firm
FIZZ, to make a hissing or sputtering soundalso FIZ [v -ED
FLAB, excess body fat [n -S]
FLAG, to mark with a cloth used as a symbol [v FLAGGEDFLAGGING
FLAK, antiaircraft fire [n -S]
FLAM, to deceive [v FLAMMEDFLAMMING
FLAN, a type of custardalso FLAMM
FLAP, to moveas of wings [v FLAPPED
FLAT, to make flat [v FLATTEDFLATTING
FLAW, to make defective or imperfect [v -ED-ING
FLAX, the fibres of the plant linum [n -ES]
FLAY, to strip off skin or hide [v -ED-ING
FLEA, any of an order of winglessvery agile
FLED, FLEEto run away [v]
FLEE, to run away [v FLEDFLEEING
FLEG, (Scots) to frightenalso FLEY [v FLEGGED
FLEW, the floppy upper lip of dogs such as bloodhounds [n -S]
FLEX, to bend [v -ED-ING
FLEY, (Scots) to frightenalso FLEG [v -ED
FLIC, (French) slang for a French policeman [n -S]
FLIM, (dialect) a five pound note [n -S]
FLIP, to spin in the air [v FLIPPEDFLIPPING
FLIR, forward looking infrared radaran electronic heat sensor able to detect and display on a TV.-like screen a distant scene despite darkness
FLIT, to move lightly and swiftly [v FLITTEDFLITTING
FLIX, to meltalso FLUX [v -ED
FLOB, (slang) to spit or gob [v FLOBBEDFLOBBING
FLOC, to aggregate into floccules [v FLOCCEDFLOCCING
FLOE, a large mass of floating ice [n -S]
FLOG, to beat with a whip [v FLOGGEDFLOGGING
FLOP, to drop heavily [v FLOPPEDFLOPPING
FLOR, a flavoursome yeast on sherry wines [n -S]
FLOW, to move steadily and smoothly along [v -ED-ING
FLOX, as in flox silksame as floss silk [adj]
FLUB, to bunglebotch [v FLUBBED
FLUE, a smoke-duct in a chimney [n -S]
FLUS, FLUa virus disease [n]
FLUX, to meltalso FLIX [v -ED
FOAL, to give birth to a horse [v -ED-ING
FOAM, to form froth or bubbles [v -ED-ING
FOBS, FOBto cheat
FOCI, FOCUS(Latin) a point in which rays converge [n]
FOEN, FOEan enemy [n]
FOES, FOEan enemy [n]
FOGS, FOGto cover with condensed water vapor [v]
FOGY, a person with an old-fashioned outlookalso FOGEY
FOHN, (German) a hot dry wind that blows down Alpine valleysalso FOEHN [n -S]
FOID, any mineral of a group related to feldsparalso FELDSPATHOID
FOIL, to defeat or baffle [v -ED-ING
FOIN, to thrust with a spear or swordalso FOYNE [v -ED
FOLD, to double over [v -ED-ING
FOLK, a people or tribe [n -S]
FOND, to display affection [v -ED-ING
FONE, (colloq.) a phone [n -S]
FONS, FONto fool
FONT, a container for baptismal water [n -S]
FOOD, nourishment for the body to maintain life and growth [n -S]
FOOL, to deceive [v -ED-ING
FOOS, FOOa name for a temporary computer variable or file [n]
FOOT, the terminal part of the leg on which the body stands and moves [n FEET] / to walk [v -ED-ING
FOPS, FOPto deceive [v]
FORA, FORUM(Latin) a public meeting place [n]
FORB, (Greek) any herb which is not grass [n -S]
FORD, to wade across [v -ED-ING
FORE, the front part of something [n -S]
FORK, to work with a pronged implement [v -ED-ING
FORM, to shape or produce [v -ED-ING
FORT, to fortify [v -ED-ING
FOSS, a ditchalso FOSSE [n -ES]
FOUD, (Old Norse) a bailiff or magistrate in Orkney or Shetland [n -S]
FOUL, offensive to the senses [adj FOULERFOULEST
FOUR, the cardinal number next above three [n -S]
FOUS, FOUa bushel [n]
FOWL, to hunt birds [v -ED-ING
FOXY, like a foxcrafty [adj FOXIER
FOYS, FOY(Spenser) a parting entertainment or gift [n]
FOZY, (Scots) lacking in freshness [adj FOZIERFOZIEST]
FRAB, (dialect) to worry [v FRABBEDFRABBING
FRAE, (Scots) fromalso THRAE [prep]
FRAG, to kill with a fragmentation grenade [v FRAGGEDFRAGGING
FRAP, to draw tight (as with ropes or cables) [v FRAPPEDFRAPPING
FRAS, FRA(Italian) brother [n]
FRAT, (short for) a college fraternity [n -S]
FRAU, (German) a womanhousewife [n -S]
FRAY, to wear by rubbing [v -ED-ING
FREE, to set at liberty [v FREEDFREEING
FRET, to worry [v FRETTEDFRETTING
FRIB, (Australian slang) a short heavy-conditioned piece of wool removed from a fleece during classing [n -S]
FRIG, to potter about [v FRIGGEDFRIGGING
FRIS, (Hungarian) the fast section of a Hungarian dancealso FRISKA [n -ES]
FRIT, to fuse into a vitreous substancealso FRITT [v FRITTED
FRIZ, to curl hair tightlyalso FRIZZ
FROE, a cleaving tool with its blade at right angles to its handle [n -S]
FROG, to hunt for frogswebfooted
FROM, starting at [prep]
FROS, FROan African hairstyle
FROW, (Dutch) a womangoodwife
FRUG, to perform a type of vigorous dance [v FRUGGEDFRUGGING
FUBS, FUBto cheat
FUCI, FUCUS(Latin) any of a genus of brown algae [n]
FUCK, (vulgar) to copulatealso FECK [v -ED
FUDS, FUDa rabbit's or hare's tail [n]
FUEL, to provide with an energy-producing material [v FUELED or FUELLEDFUELING or FUELLING
FUFF, to spit like a cat [v -ED-ING
FUGS, FUGto make hot
FUGU, (Japanese) a toxin-containing fish [n -S]
FUJI, (Japanese) a silk fabric [n -S]
FULL, to shrink and thickenas cloth [v -ED
FUME, to give off smoke or vapour [v FUMEDFUMING
FUMS, FUM(Chinese) the fabled Chinese phoenix
FUMY, full of fumesalso FUMOUS [adj FUMIER
FUND, to provide money for [v -ED-ING
FUNG, (Chinese) the fabled Chinese phoenixalso FUM [n -S]
FUNK, to shrink back in fear [v -ED-ING
FUNS, FUNto act playfully [v]
FURL, to roll up [v -ED-ING
FURR, (Scots) a furrowalso FEER [n -S]
FURS, FURto cover with a dressed animal pelt [v]
FURY, violent anger [n FURIES]
FUSC, dusky brownalso FUSCOUS [adj]
FUSE, to equip with a detonating devicealso FUZE [v FUSED
FUSK, to obtain data from (a website) by using a fusker [v -ED-ING
FUSS, to be overly concerned with small details [v -ED-ING
FUST, to smell mouldy [v -ED-ING
FUTZ, (Yiddish) to spend time aimlessly [v -ED-ING
FUZE, to equip with a detonating devicealso FUSE [v FUZED
FUZZ, to become fuzzy [v -ED-ING
FYCE, a small dog of mixed breedalso FEIST
FYKE, (Scots) to fidget restlesslyalso FIKE [v FYKED
FYLE, (Spenser) a line (file) of soldiers [n -S]
FYRD, (Old English) a local militia in Anglo-Saxon times [n -S]
GABS, GABto chatter [v]
GABY, (dialect) a simpleton [n GABIES]
GACH, to behave boastfullyalso GATCH
GADE, a miner's wedgealso GAID [n -S]
GADI, (Marathi) the cushioned throne of an Indian ruleralso GADDI [n -S]
GADS, GADto roam about restlessly [v]
GAED, GAE(Scots) to go [v]
GAEN, GAE(Scots) to go [v]
GAES, GAE(Scots) to go [v]
GAFF, to catch a fish with a sharp hook [v -ED-ING
GAGA, (French) in senile dotage [adj]
GAGE, to pledge as security [v GAGEDGAGING
GAGS, GAGto stop up the mouth [v]
GAID, a miner's wedgealso GADE [n -S]
GAIN, to acquire [v -ED-ING
GAIR, (Scots) a triangular piece (of cloth or land)also GORE [n -S]
GAIT, to train a horse to move in a certain way [v -ED-ING
GAJO, (Romany) a non-gypsyalso GADGIE
GAKS, GAK(slang) cocaine [n]
GALA, a celebration [n -S]
GALE, a strong wind [n -S] / to frolic playfully [v GALEDGALING
GALL, to make sore by rubbing [v -ED-ING
GALS, GALa girl [n]
GAMA, (Spanish) a kind of pasture grass found in the Western United States [n -S]
GAMB, in heraldrya beast's whole leg
GAME, plucky [adj GAMERGAMEST
GAMP, a large umbrella [n -S]
GAMS, GAMto visit socially between whaling ships [v]
GAMY, tasting like gamehighly flavoured
GANE, GAE(Scots) to go [v]
GANG, to form into a gang (group) [v -ED-ING
GANS, GAN(dialect) to go [v]
GANT, (Scots) to yawnalso GAUNT [v -ED
GAOL, to imprisonalso JAIL [v GAOLED
GAPE, to stare with open mouth [v GAPEDGAPING
GAPO, (Tupi) in Perua riverside forest periodically flooded
GAPS, GAPto make an opening in [v]
GAPY, infested with gapeworms [adj GAPIERGAPIEST]
GARB, to clothe [v -ED-ING
GARE, (Scots) a dock-basin on a waterway [n -S]
GARI, (Japanese) thinly sliced pickled gingerserved with sushi [n -S]
GARS, GAR(Scots) to cause or compel [v]
GART, GAR(Scots) to cause or compel [v]
GASH, to make a long deep cut in [v -ED-ING
GASP, to breathe convulsively [v -ED-ING
GAST, (Shakespeare) to frightenalso GHAST [v -ED
GATE, to supply with a gate [v GATEDGATING
GATH, in Indian musicthe second section of a raga [n -S]
GATS, GATa pistol [n]
GAUD, a piece of finery [n -S] / to adorn with gauds [v -ED-ING
GAUM, (Old Norse) to smeardaub [v -ED
GAUN, (Scots) going [v]
GAUP, to stare stupidlyalso GAWP
GAUR, (Hindi) a kind of wild oxaka seladang [n -S]
GAUS, GAU(German) a German political district of the Nazi regime [n]
GAVE, GIVEto transfer freely to another's possession [v]
GAWD, (Shakespeare) a gaud [n -S]
GAWK, to stare and gape [v -ED-ING
GAWP, to stare stupidlyalso GAUP
GAWS, GAWan imperfect rainbow or other supposed sign of coming weather [n]
GAYS, GAYa homosexual [n]
GAZE, to look intently [v GAZEDGAZING
GAZY, given to gazing [adj GAZIERGAZIEST]
GEAL, (dialect) to congeal [v -ED-ING
GEAN, a European wild cherry [n -S]
GEAR, to provide with gears (toothed machine parts) [v -ED-ING
GEAT, the channel or spout through which molten metal runs into a mold in casting [n -S]
GECK, to mockdupe [v -ED
GEDS, GED(dialect) a pike [n]
GEED, GEEof horses
GEEK, a weirdoa nerd [n -S]
GEEP, an artificial cross of a sheep and a goat [n -S]
GEES, GEEof horses
GEEZ, an interjection expressing consternationalso JEEZ
GEIT, (Scots) a childalso GAITT
GELD, to castrate an animalesp. a horse [v -ED
GELS, GELto become like a jelly [v]
GELT, (slang) moneyprofit [n -S]
GEMS, GEMto adorn with gems [v]
GENA, (Latin) the cheek [n -S]
GENE, a hereditary unit [n -S]
GENS, (Latin) in ancient Rome a clan including several families descending from a common ancestor [n GENTES]
GENT, (short for) gentleman [n -S]
GENU, (Latin) the knee [n GENUS or GENUA]
GEOS, GEOa gully or creek
GERE, (Spenser) gearequipment [n -S]
GERM, to put forth budssprout [v -ED
GERS, GERin Mongolia
GERT, (dialect) very big [adj]
GEST, (obsolete) an exploit; a tale of adventurealso GESTE [n -S]
GETA, (Japanese) a Japanese wooden sandal with a thong between the toe [n -S]
GETS, GETto obtain or acquire [v]
GEUM, (Latin) a plant of the Geum genus of the rose familyaka avens [n -S]
GHAT, (Hindi) in Indiaa landing stage; a place for cremation
GHEE, (Hindi) a kind of liquid butteralso GHI [n -S]
GHIS, GHIa kind of liquid butter
GIBE, to scoffmock
GIBS, GIBto fasten with a gib [v]
GIDS, GIDa disease of sheep [n]
GIED, GIE(Scots) to give [v]
GIEN, GIE(Scots) to give [v]
GIES, GIE(Scots) to give [v]
GIFS, GIFa type of computer image [n]
GIFT, to give without charge [v -ED-ING
GIGA, (Italian) a lively Italian dancealso GIGUE [n GIGAS or GIGHE]
GIGS, GIGto catch fish with a pronged spear [v]
GILA, a large lizard native to ArizonaNew Mexico
GILD, to cover with a thin layer of gold [v GILT or GILDEDGILDING
GILL, a membranous organ for breathing in water [n -S] / to catch fish in a gillnet [v -ED-ING
GILT, a young sowalso ELT
GIMP, a yarn with a hard corealso GUIMP
GING, (Australian slang) a child's catapult [n -S]
GINK, (slang) a fellow [n -S]
GINN, a class of spirits in Muslim folklore [n]
GINS, GINto process cotton [v]
GIOS, GIOa gully or creek
GIPS, GIPto swindle
GIRD, to surround [v GIRDED or GIRTGIRDING
GIRL, a female child [n -S]
GIRN, (dialect) to grinmake faces
GIRO, a system of credit transfer between bankspost offices
GIRR, (Scots) a hoopfor a barrel or used as a child's plaything [n -S]
GIRT, to girdgirth [v -ED
GISM, (colloquial) energyforce; semen
GIST, the main point of a matter [n -S]
GITE, (French) in Francea farmhouse offering holiday accommodation [n -S]
GITS, GIT [n]
GIVE, to transfer freely to another's possession [v GAVEGIVEN
GIZZ, (Scots) a wigalso JIZ [n -ES]
GJUS, GJUan old Shetland viol
GLAD, feeling pleasure [adj GLADDERGLADDEST
GLAM, characterised by extravagant glamour [adj GLAMMERGLAMMEST] / to glamourise [v GLAMMED
GLED, a bird of preyalso GLEDE [n -S]
GLEE, (Scots) to squint [v GLEEDGLEEING
GLEG, (Scots) quicksharp [adj GLEGGER
GLEI, (Russian) a sticky clay soil [n -S]
GLEN, a narrow valley with a streamoften with trees [n -S]
GLEY, (Scots) to squint [v -ED-ING
GLIA, (Greek) the supporting tissue of the brain and spinal cordalso NEUROGLIA [n -S]
GLIB, to make plausible [v GLIBBEDGLIBBING
GLID, (Scots) slipperyalso GLIDDERY [adj GLIDDER
GLIM, a light or lamp [n -S]
GLIT, (obsolete) stickyslimy or greasy material [n -S]
GLOB, a roundish drop or dollop of a semiliquid substanceesp. mucus [n -S]
GLOM, to stealtake a look
GLOP, to cover with glop (a messy mass or mixture) [v GLOPPEDGLOPPING
GLOW, to emit light and heat [v -ED-ING
GLUE, to fasten with glue (an adhesive substance) [v GLUEDGLUEING or GLUING
GLUG, to make a gurgling sound [v GLUGGEDGLUGGING
GLUM, low in spirits [adj GLUMMERGLUMMEST
GLUT, to feed or fill to excess [v GLUTTEDGLUTTING
GNAR, to snarlalso GNARR
GNAT, any small fly of the family Culicidaeof which the females are commonly bloodsuckers [n -S]
GNAW, to wear away by persistent biting [v GNAWEDGNAWN
GNOW, the mallee fowl [n -S]
GNUS, GNUa kind of African antelope [n]
GOAD, to drive animals with a goad (a pointed stick) [v -ED-ING
GOAF, a space in a coal-seaminto which waste is packed [n -S]
GOAL, a point-scoring play in some games [n -S] / to score a goal [v -ED-ING
GOAS, GOAa kind of Tibetan gazelle
GOAT, a horned mammal [n -S]
GOBI, (Hindi) a cabbage or cauliflower [n -S]
GOBO, a device to shield a microphone [n -ES or -S]
GOBS, GOBto spit [v]
GOBY, any fish of the genus Gobius with ventral fins forming a sucker [n GOBIES]
GODS, GODto treat as a god (a supernatural being) [v]
GOEL, the avenger of blood among the Hebrewsthe next of kin whose job it was to hunt down a murderer [n -S]
GOER, one that goes [n -S]
GOES, GOto move along [v]
GOEY, anxious to go [adj GOIERGOIEST]
GOFF, to play golf (a ball game)also GOLF
GOGO, (Zulu) a grandmother [n -S]
GOJI, (Chinese) the vitamin-rich berry of a solanaceous Chinese plantaka WOLFBERRY [n -S]
GOLD, a precious metallic element [n -S] / of the colour of gold [adj GOLDERGOLDEST]
GOLE, a goala target [n -S]
GOLF, to play golf (a ball game)also GOFF
GOLP, in heraldrya purple roundel
GONE, GOto move along [v]
GONG, a metal discusually rimmed
GONK, (tradename) the proprietary name of an egg-shaped doll [n -S]
GONS, GONa geometrical grade [n]
GOOD, something that is good [n -S] / having positive or desirable propertiesalso GUDE
GOOF, to blunder [v -ED-ING
GOOG, (Australian slang) an egg; full as a goog means drunk [n -S]
GOOK, (offensive) a native of an occupied country [n -S]
GOOL, (Scots) a marigoldalso GULE [n -S]
GOON, a hired thug [n -S]
GOOP, sticky stuffgoo or gunk [n -S]
GOOR, (Hindi) an unrefined cane sugaralso GUR [n -S]
GOOS, GOOa sticky or viscous substance
GORA, (Hinglish) a white or fair-skinned male [n -S]
GORE, to pierce with a horn or tusk [v GOREDGORING
GORI, (Hinglish) a white or fair-skinned female [n -S]
GORM, (Old Norse) to stare vacantly or handle in a clumsy manneralso GAUM [v -ED
GORP, to stare stupidlyalso GAWP
GORS, GORa seagull [n]
GORY, bloodyalso GOARY [adj GORIER
GOSH, used as an exclamation of surprise [interj]
GOSS, (dialect) to spit [v GOSSEDGOSSING
GOTH, someone into gothic music or fashion [n -S]
GOUK, (Scots) a cuckoo; a foolan April fool
GOUT, a metabolic disease [n -S]
GOVS, GOV(short for) governor
GOWD, (Scots) gold [n -S] / golden [adj GOWDERGOWDEST]
GOWF, (Scots) to play golf (a ball game)also GOLF
GOWK, (Scots) a cuckooa fool
GOWL, (Scots) to cry or howl [v -ED-ING
GOWN, to dress in a gown (a longloose outer garment) [v -ED
GOYS, GOY(offensive) a Jewish word for a non-Jew [n]
GRAB, to grasp suddenly [v GRABBEDGRABBING
GRAD, (colloquial) a graduate [n -S]
GRAM, a unit of mass in the metric systemalso GRAMME [n -S]
GRAN, (short for) a grandmother [n -S]
GRAT, GREETto address in a friendly and courteous way [v]
GRAV, a unit of acceleration [n -S]
GRAY, between black and whitealso GREY [adj GRAYER
GREE, (archaic) to agree [v GREEDGREEING
GREN, (Spenser) to grin [v GRENNEDGRENNING
GREW, to shudderto make the flesh creep
GREX, (Latin) a group of plants with a common hybrid ancestor [n -ES]
GREY, between black and whitealso GRAY [adj GREYER
GRID, a gratingnetwork [n -S] / to set out in a grid [v GRIDDED
GRIG, to fish for grigs (sand-eels) [v GRIGGEDGRIGGING
GRIM, stern and unrelenting [adj GRIMMERGRIMMEST
GRIN, to smile broadlyalso GREN [v GRINNED
GRIP, to take hold of [v GRIPT or GRIPPEDGRIPPING
GRIS, a flight of stepsalso GRECE
GRIT, to press the teeth together [v GRITTEDGRITTING
GRIZ, a grizzly bear [n GRIZZES]
GROG, diluted spiritusually rum
GROK, (colloquial) to understand deeply by intuition [v GROKKED or GROCKED or GROKEDGROKKING or GROCKING or GROKING
GROT, a grotto [n -S]
GROW, to cultivate [v GREWGROWN
GRRL, as in riot grrla young woman who plays or enjoys an aggressively feminist style of punk rock music
GRUB, to dig around in the dirt [v GRUBBEDGRUBBING
GRUE, to shudderfeel the flesh creep
GRUM, glummorose [adj GRUMMER
GUAN, (Spanish) any of several tropical American plants used as antidotes to snakebites [n -S]
GUAR, (Hindi) a legume grown for forage and its seeds which yield guar gum [n -S]
GUBS, GUBto strike on the mouth [v]
GUCK, a messy substance [n -S]
GUDE, (Scots) goodalso GUID [adj] / something that is good [n -S]
GUES, GUEan old Shetland viol
GUFF, foolish talk [n -S]
GUGA, (Gaelic) a young ganneteaten as a delicacy in the Hebrides [n -S]
GUID, (Scots) goodalso GUDE [adj] / something good [n -S]
GULA, (Latin) the upper part of the throat [n -S]
GULE, (Scots) a marigoldalso GOOL [n -S]
GULF, a deep chasmalso GULPH [n -S] / to swallow up [v -ED
GULL, to dupedeceive [v -ED
GULP, to swallow rapidly [v -ED-ING
GULS, GULa design in oriental carpets [n]
GULY, (obsolete) of colour gules (heraldic red) [adj]
GUMP, to catch fish by handalso GUDDLE [v -ED
GUMS, GUMto smear with gum (a sticky substance) [v]
GUNG, as in gung hoenthusiastically involved [adj]
GUNK, to cause something to be gunkysticky [v -ED
GUNS, GUNto shoot with a gun (a portable firearm) [v]
GUPS, GUPgossip [n]
GURL, (Scots) to growl [v -ED-ING
GURN, (dialect) to grinmake faces
GURS, GURan unrefined
GURU, (Hindi) a Hindu spiritual teacheralso GOOROO [n -S]
GUSH, to flow forth forcefully [v -ED-ING
GUST, to blow in gusts (sudden blasts of wind) [v -ED-ING
GUTS, to eat greedily [v -ED-ING
GUVS, GUV(short for) governor
GUYS, GUYto make fun of [v]
GYAL, (Hindi) an Indian domesticated oxalso GAYAL [n -S]
GYAN, (Hindi) knowledge [n -S]
GYBE, in sailingto shift from side to side
GYMP, to trim with gimpa kind of yarn
GYMS, GYM(short for) a gymnasium [n]
GYNO, (short for) a gynaecologist [n -S]
GYNY, (colloquial) gynaecologyalso GYNAE
GYPO, a smalltime logging operator [n -S]
GYPS, GYPto swindle
GYRE, to move in a circle or spiral [v GYREDGYRING
GYRI, GYRUS(Latin) a ridge in the brain [n]
GYRO, (short for) a gyroscope [n -S]
GYTE, (Scots) a childa brat
GYVE, to fetteralso GIVE [v GYVED
HAAF, (Old Norse) a deep sea fishing region [n -S]
HAAR, (Old Norse) a cold sea-mist [n -S]
HABU, (Japanese) a venomous snake found in Japan [n -S]
HACK, to cut or chop roughly [v -ED-ING
HADE, to incline from the vertical [v HADEDHADING
HADJ, (Arabic) a pilgrimage to Meccaalso HAJ
HADS, HAD(Scots) to hold [v]
HAED, HAE(Scots) to have [v]
HAEM, the pigment combined with protein in haemoglobinalso HEME [n -S]
HAEN, HAE(Scots) to have [v]
HAES, HAE(Scots) to have [v]
HAET, (Scots) a small amount [n -S]
HAFF, (German) a lagoon separated from the sea by a long sandbar [n -S]
HAFT, a handleesp. of an axe or knife [n -S] / to set in a haft; to establish firmly [v -ED
HAGG, (Scots) broken ground in a moss or boga place from which peat has been dug [n -S]
HAGS, HAG(Scots) to hack [v]
HAHA, a fence set in a ditch [n -S]
HAHS, HAHa sound of surprise [n]
HAIK, (Arabic) an Arab head coveringalso HAICK
HAIL, to greet [v -ED-ING
HAIN, (Scots) to savepreserve [v -ED
HAIR, to free from hair [v -ED-ING
HAJI, (Arabic) a person who has made a hadja pilgrimage to Mecca
HAJJ, (Arabic) a pilgrimage to Meccaalso HADJ
HAKA, (Maori) a ceremonial war-dance [n -S]
HAKE, a fish of the cod family [n -S]
HAKU, (Maori) the kingfish [n -S]
HALE, to compel to go [v HALEDHALING
HALF, one of two equal parts [n HALVES] / a measure of whiskey [n HALFS]
HALL, a large room for assembly [n -S]
HALM, a plant stemalso HAULM [n -S]
HALO, to form a ring of light [v HALOEDHALOING
HALT, to stop [v -ED-ING
HAME, (Scots) to go home [v HAMEDHAMING
HAMS, HAMto overact
HAND, to present with the extremity of the arm below the wrist [v -ED-ING
HANG, to attach from abovesuspend [v HUNG or HANGED
HANK, to catchas on a loop [v -ED
HANT, to haunt [v -ED-ING
HAOS, HAO(Vietnamese) a monetary unit of Vietnam
HAPS, HAPto happen by chance [v]
HAPU, (Maori) a Maori subtribe (a subdivision of an iwi) [n -S]
HARD, firm and unyielding [adj HARDERHARDEST
HARE, a very swift mammal like a large rabbit [n -S] / to run like a hare [v HAREDHARING
HARK, to listenalso HARKEN
HARL, (Scots) to drag along the ground [v -ED-ING
HARM, to injure [v -ED-ING
HARN, a coarse linen fabric [n -S]
HARO, in the Channel Islandsa cry announcing legal redress [n -S]
HARP, to play on a type of stringed musical instrument [v -ED-ING
HART, the male of the red deer esp. when over five years old [n -S]
HASH, a mixed dish of meat and vegetables in small pieces [n -ES] / to make a hash [v -ED-ING
HASK, (Spenser) a fish-basket [n -S]
HASP, to fasten with a claspalso HESP [v -ED
HASS, as in white hassan oatmeal pudding made with sheep's gullet [n -ES]
HAST, (archaic) 2nd person singular of haveto possess [v]
HATE, to loathe [v HATEDHATING
HATH, (archaic) 3rd person singular of haveto possess [v]
HATS, HATto provide with a covering for the head [v]
HAUD, (Scots) to hold [v HELD or HUDDENHAUDING
HAUF, (Scots) half [n -S]
HAUL, to pull with force [v -ED-ING
HAUN, (Scots) a hand [n -S]
HAUT, (French) high; (Shakespeare) haughtyexalted
HAVE, to possess [v HADHADST
HAWK, to peddle [v -ED-ING
HAWM, (dialect) to lounge about [v -ED-ING
HAWS, HAWto make indecisive noises [v]
HAYS, HAYto convert cut dried grass into fodder [v]
HAZE, to make a shimmering vapour [v HAZEDHAZING
HAZY, like a hazeunclear [adj HAZIER
HEAD, to be chief of [v -ED-ING
HEAL, to make sound again [v -ED-ING
HEAP, to pile up [v -ED-ING
HEAR, to perceive by the ear [v HEARDHEARING
HEAT, to make hot [v -ED-ING
HEBE, (Greek) a member of a genus of shrubby plants [n -S]
HECH, an exclamation of surprise [interj]
HECK, the lower part of a dooran inner door
HEED, to pay attention to [v -ED-ING
HEEL, to supply with the raised part of a shoe [v -ED-ING
HEFT, to lift upfeel the weight of [v -ED
HEHS, HEHa Hebrew letter [n]
HEID, (Scots) head [n -S]
HEIL, (German) to salute [v -ED-ING
HEIR, a person who actually succeeds to propertytitle
HELD, HOLDto keep possession of [v]
HELE, (dialect) to hide [v HELEDHELING
HELL, to hideconceal [v -ED
HELM, to steer a ship [v -ED-ING
HELO, (short for) a helicopter [n -S]
HELP, to give aid [v HOLP or HELPEDHOLPEN
HEME, a component of hemoglobinalso HAEM [n -S]
HEMP, a plant yielding a coarse fibre and an oil [n -S]
HEMS, HEMto provide with an edge [v]
HEND, (obsolete) to seizegrasp
HENS, HENto lose courage [v]
HENT, (obsolete) to seizetake
HEPS, HEPthe fruit of a rose [n]
HEPT, (Spenser) heaped [adj]
HERB, a seed-bearing plant whose aerial parts do not persist above ground at the end of the growing season [n -S]
HERD, to bring together a group of animals [v -ED-ING
HERE, this place [n -S]
HERL, a feathered fishing lure [n -S]
HERM, a type of statuealso HERMA [n -S]
HERN, (dialect) a heron [n -S]
HERO, a brave man [n HEROES] / a sandwich or hoagie [n HEROS]
HERS, the possessive case of the pronoun she [pron]
HERY, (Spenser) to praiseregard as holy
HESP, (Scots) to fasten with a claspalso HASP [v -ED
HEST, (archaic) behestcommand
HETE, (obsolete) to commandalso HIGHT
HETH, (Hebrew) the eighth letter of the Hebrew alphabetalso CHETH
