KEF,  (Arabic) a state of dreamy intoxication induced by e.g. cannabisalso KAIF
KEG,  a small barrel [n -S] / to store in a keg [v KEGGEDKEGGING
KEN,  to know [v KENNEDKENNING
KEP,  (Scots) to catch [v KEPPIT or KEPPEDKEPPEN or KIPPEN
KET,  (Scots) carrionrotting flesh [n -S]
KEX,  the hollow stalk of an umbelliferous plantsuch as the cow parsnip or the hemlock
KEY,  crucial [adj KEYERKEYEST] / to enter (data) into a computer [v -ED
KHI,  the twenty-second letter of the Greek alphabetalso CHI [n -S]
KID,  to teasedeceive [v KIDDED
KIF,  (Arabic) a state of dreamy intoxication induced by e.g. cannabisalso KAIF
KIN,  a group of persons of common ancestry [n -S]
KIP,  to sleep [v KIPPEDKIPPING
KIR,  a wine and blackcurrant drink [n -S]
KIS,  KI(Japanese) the spirit of martial art [n]
KIT,  to equipfit out [v KITTED
KOA,  a Hawaiian acacia tree [n -S]
KOB,  a reddish brown antelope [n -S]
KOI,  (Japanese) a large Japanese carp [n -S]
KON,  (Spenser) to knowalso CON
KOP,  (South African) a hill [n -S]
KOR,  a Hebrew unit of measure [n -S]
KOS,  a measure of distance in Indiaalso COSS
KOW,  a branch of twigs [n -S]
KUE,  the letter Q [n -S]
KYE,  a Korean village fund which lends for weddingsfunerals etc. [n -S]
KYU,  a novice grade in judo [n -S]
LAB,  (short for) a laboratory [n -S]
LAC,  a dark red resinous substance secreted by some insects [n -S]
LAD,  a boy or youth [n -S]
LAG,  to fall behind [v LAGGEDLAGGING
LAH,  a musical notealso LA [n -S]
LAM,  to beat [v LAMMEDLAMMING
LAP,  to extend beyond some limit [v LAPPEDLAPPING
LAR,  the god of a house [n LARS or LARES]
LAS,  LAthe sixth tone of the diatonic scale
LAT,  (short for) latrine [n -S] / a Latvian unit of currency [n LATI or LATU]
LAV,  (short for) lavatory [n -S]
LAW,  (Scots) low [adj LAWERLAWEST] / (obsolete) to take to court [v -ED
LAX,  slackcareless [adj LAXER
LAY,  to deposit as a wager [v LAID or LAYEDLAYING
LEA,  a meadow or pasturealso LEY [n -S]
LED,  LEADto go in advance [v]
LEE,  (Scots) to liemake a false statement [v LEED
LEG,  to walk briskly [v LEGGEDLEGGING
LEI,  a garland of flowers [n -S]
LEK,  to gather at a piece of ground for display purposes [v LEKKEDLEKKING
LEP,  (dialect) to leap [v LEPPEDLEPT
LES,  (short for) a lesbianalso LEZ
LET,  to allow [v LET or (Scots) LOOT(Scots) LUIT
LEU,  a monetary unit of Romania [n LEI]
LEV,  a unit of Bulgarian currencyalso LEW [n LEVA
LEW,  a unit of Bulgarian currencyalso LEV [n LEVA]
LEX,  (Latin) law [n LEXES or LEGES]
LEY,  a meadowalso LEA [n -S]
LEZ,  (short for) a lesbianalso LES
LIB,  to geld [v LIBBEDLIBBING
LID,  a coverhinged or separate
LIE,  to make an intentional false statement [v LIEDLYING
LIG,  to liealso LIGGE [v LIGGED
LIN,  to cease [v LINNEDLINNING
LIP,  to touch with the flesh around the mouth [v LIPPEDLIPPING
LIS,  a heraldic fleur-de-lis [n LISSES]
LIT,  a former monetary unit of Lithuaniaalso LITAS [n -S]
LOB,  to hit a ball in a high arc [v LOBBEDLOBBING
LOD,  the logarithm of the oddsused in statistics [n -S]
LOG,  to fell timber [v LOGGEDLOGGING
LOO,  to lovealso LOU [v -ED
LOP,  to cut the tops off branches [v LOPPEDLOPPING
LOR,  (colloquial) for lordan interjection expressing surprise [interj]
LOS,  (obsolete) praise [n -ES]
LOT,  to separate into batches [v LOTTEDLOTTING
LOU,  (Scots) to lovealso LOO [v -ED
LOW,  to utter the sound of cattle [v -ED-ING
LOX,  to supply with loxygen (liquid oxygen) [v -ED-ING
LOY,  a longnarrow spade with a footrest on one side of the handle [n -S]
LUD,  lordused when addressing a judge
LUG,  to drag heavily [v LUGGEDLUGGING
LUM,  (Scots) a chimney [n -S]
LUN,  a leea sheltered place [n -S]
LUR,  a Bronze Age trumpet [n -S]
LUV,  (colloquial) to love [v LUVVEDLUVVING
LUX,  a unit of illumination [n LUXES or LUCES] / to clean with a vacuum cleaner [v -ED-ING
LUZ,  a supposedly indestructible bone in the sacrum [n LUZZES]
LYE,  a strongly alkaline solution obtained by leaching [n -S]
LYM,  (Shakespeare) a kind of bloodhoundalso LYAM
MAA,  to bleat like a goat [v -ED-ING
MAC,  (short for) mackintoshalso MACK [n -S]
MAD,  insane [adj MADDERMADDEST
MAE,  (Scots) more [n -S]
MAG,  to tease; to stealalso MAGG [v MAGGED
MAK,  (Scots) to make [v MADEMAKING
MAL,  (French) painsickness [n -S]
MAM,  (dialect) mother [n -S]
MAN,  an adult human male [n MEN] / to provide with workers [v MANNED or (Spenser) MANDMANNING
MAP,  to plan a layout of [v MAPPEDMAPPING
MAR,  to spoil or damage [v MARRED or (Spenser) MARDMARRING
MAS,  a house or home in the south of France [n MAS]
MAT,  to tangle closely [v MATTEDMATTING
MAW,  (US) to mow [v -ED-ING
MAX,  to reach an upper limit [v -ED-ING
MAY,  to gather flowers in the spring [v -ED-ING
MED,  (short for) medicalmedicine [n -S]
MEE,  (Chinese) a Malaysian noodle food [n -S]
MEG,  (archaic) a halfpennyalso MAIK
MEH,  mediocre or boring; an expression of indifference or boredom [interj]
MEL,  honey [n -S]
MEM,  the thirteenth letter of the Hebrew alphabet [n -S]
MEN,  MANan adult human male [n]
MES,  MEthe third note of the musical scale
MET,  (short for) meteorology [n -S]
MEU,  the plant baldmoney [n -S]
MEW,  of a catto make a high pitched cry [v -ED
MHO,  a unit of electrical conductance [n -S]
MIB,  a type of playing marblealso MIG
MIC,  (short for) a microphone [n -S]
MID,  the middle [n -S]
MIG,  a type of playing marblealso MIB
MIL,  a unit of wire measurement [n -S]
MIM,  primdemure
MIR,  a Russian peasant commune [n MIRS or MIRI]
MIS,  MIthe third note of the musical scale
MIX,  to combine together [v MIXED or MIXTMIXING
MIZ,  (colloquial) miseryalso MIZZ [n MIZZES]
MMM,  an interjection expressing agreement or enjoymentalso MM [interj]
MNA,  a Greek weight [n -S]
MOA,  an extinct flightless bird [n -S]
MOB,  to crowd about [v MOBBEDMOBBING
MOC,  (short for) moccasin [n -S]
MOD,  to modify a machine or piece of software [v MODDEDMODDING
MOE,  (obsolete) a wry face [n -S]
MOG,  to move away [v MOGGEDMOGGING
MOI,  (French) used to express surprise [interj]
MOL,  a unit of molecular concentration [n -S]
MOM,  (US colloquial) mother [n -S]
MON,  (Japanese) a family badge or crest [n MON]
MOO,  to make the sound of a cow [v -ED-ING
MOP,  to clean with a sponge on a stick [v MOPPEDMOPPING
MOR,  a forest humus [n -S]
MOS,  MOa moment [n]
MOT,  (French) a witty saying [n -S]
MOU,  (Scots) a mouth [n -S]
MOW,  to cut down a crop [v MOWEDMOWN
MOY,  (Shakespeare) a coin or a measure [n -S]
MOZ,  (Australian slang) bad luckalso MOZZ [n MOZZES]
MUD,  to cover with soft wet earth [v MUDDEDMUDDING
MUG,  to assault with intent to rob [v MUGGEDMUGGING
MUM,  to act in a disguisealso MUMM [v MUMMED
MUN,  (dialect) a man [n -S]
MUS,  MU(Greek) a letter of the Greek alphabet [n]
MUT,  a mongrel dogalso MUTT [n -S]
MUX,  to spoilbotch [v -ED
MYC,  a cancer-causing gene [n -S]
NAB,  to seize [v NABBEDNABBING
NAE,  (Scots) no [n NAES]
NAG,  to find fault incessantly [v NAGGEDNAGGING
NAH,  (colloquial) no [interj]
NAM,  the action of taking another's goods by distraintalso NAAM [n -S]
NAN,  (Hindi) a kind of slightly leavened Indian breadalso NAAN [n -S]
NAP,  to sleep briefly [v NAPPEDNAPPING
NAS,  (obsolete) contraction of ne hashas not and ne was
NAT,  (colloquial) a nationalist [n -S]
NAV,  (short for) navigation [n -S]
NAW,  (colloquial) no [interj]
NAY,  a negative vote [n -S]
NEB,  of birdsto touch bills [v NEBBED
NED,  a young hooligan [n -S]
NEE,  of a womanborn with the name of [adj]
NEF,  an elaborate table decoration in the shape of a ship for holding such things as table napkins and condiments [n -S]
NEG,  a photographic negative [n -S]
NEK,  (South African) a cola pass in a mountain range [n -S]
NEP,  (dialect) catminta plant attractive to cats [n -S]
NET,  to catch in an openwork fabric [v NETTEDNETTING
NEW,  of recent origin [adj NEWERNEWEST
NIB,  to provide with a penpoint [v NIBBEDNIBBING
NID,  a pheasant's nest or broodalso NIDE [n -S]
NIE,  (obsolete) to nighapproach
NIL,  nothing [n -S]
NIM,  to take or steal [v NIMMEDNIMMING
NIP,  to pinch lightly [v NIPPEDNIPPING
NIS,  in Scandinavian folklorea brownie or goblin
NIT,  the egg of a parasitic insect [n -S]
NIX,  to veto [v -ED-ING
NOB,  a wealthy person [n -S]
NOD,  to give a quick forward motion of the head [v NODDEDNODDING
NOG,  to fill a space in a wall with bricks [v NOGGEDNOGGING
NOH,  (Japanese) the classical drama of Japan [n NOH]
NOM,  (French) a name [n -S]
NON,  (Latin) not [adj]
NOO,  (Scots) now [adv]
NOR,  and not [conj]
NOS,  NOa negative reply or vote [n]
NOT,  in no way [adv]
NOW,  the present time [n -S]
NOX,  (short for) nitrogen oxide [n -ES]
NOY,  (Spenser) to annoy [v -ED-ING
NTH,  pertaining to an indefinitely large ordinal number [adj]
NUB,  (obsolete) to hang [v NUBBEDNUBBING
NUG,  a chunk of wood sawn from a log [n -S]
NUN,  a woman belonging to a religious order [n -S]
NUR,  a knot in woodalso KNAR
NUS,  NU(Greek) a Greek letter [n]
NUT,  to gather hard-shelled dry fruit [v NUTTEDNUTTING
NYE,  to draw nearapproach
NYM,  as in nym wara dispute about the right to publish material on the internet under a fictitious name [adj]
NYS,  (Spenser) is not [v]
OAF,  a clumsystupid person [n OAFS or OAVES]
OAK,  a hardwood tree [n -S]
OAR,  to propel a boat with longbroad-bladed poles [v -ED
OAT,  a kind of cereal grass [n -S]
OBA,  a West African ruler [n -S]
OBE,  a form of West Indian witchcraftalso OBEAH
OBI,  a form of West Indian witchcraftalso OBE
OBO,  a vessel for carrying oil and bulk ore [n -S]
OBS,  OB(short for) an objection [n]
OCA,  a South American wood-sorrel with edible tubers [n -S]
OCH,  (Scots) an interjection expressing regret or impatiencealso ACH [interj]
ODA,  (Turkish) a room in a haremalso ODAH [n -S]
ODD,  strangeunpaired [adj ODDER
ODE,  an elaborate lyric addressed to someone or something [n -S]
ODS,  ODa hypothetical force supposed by Reichenbach to account for magnetism etc. [n]
OES,  OE(Scots) a grandchild
OFF,  to go away [v -ED-ING
OFT,  often [adv OFTEROFTEST]
OHM,  a unit of electrical resistance [n -S]
OHO,  an expression of surprise [interj]
OHS,  OHto exclaim in surprise [v]
OIK,  an inferior person [n -S]
OIL,  to lubricate with a greasy substance [v -ED-ING
OIS,  OIa New Zealand bird
OKA,  a Turkish unit of weightalso OKE [n -S]
OKE,  a Turkish unit of weightalso OKA [n -S]
OLD,  a person of a specified age [n -S] / living for a long time [adj OLDEROLDEST]
OLE,  (Spanish) a shout of approval [n -S]
OLM,  a kind of blind cave-dwelling salamander [n -S]
OMA,  (German) a grandmotheralso OUMA [n -S]
OMS,  OMan intoned Hindu sacred symbol [n]
ONE,  an individual thing or person; the number or figure 1 [n -S]
ONO,  (Hawaiian) a kind of fish [n -S]
ONS,  ONto go on [v]
ONY,  (Scots) anyalso ONIE [adj]
OOF,  (Yiddish) moneyalso OOFTISH [n -S]
OOH,  to express surprise [v -ED-ING
OOM,  (South African) uncle [n -S]
OON,  (Scots) an oven [n -S]
OOP,  to bind with threadalso OUP [v -ED
OOR,  (Scots) ourbelonging to us [adj]
OOS,  OO(Scots) wool [n]
OOT,  (Scots) out [n -S]
OPA,  (German) a grandfatheralso OUPA [n -S]
OPE,  to open [v OPEDOPING
OPS,  OP(short for) an operation [n]
OPT,  to decide or choose [v -ED-ING
ORA,  OS(Latin) a bone [n]
ORB,  to form into a sphere [v -ED-ING
ORC,  a killer whalealso ORCA [n -S]
ORD,  (obsolete) a point of a weapon [n -S]
ORE,  rock containing a valuable metalalso OWRE [n -S]
ORF,  a viral infection of sheep [n -S]
ORG,  (short for) an organization [n -S]
ORS,  ORthe heraldic tincture gold [n]
ORT,  a leftover from a meal [n -S]
OSE,  an eskera narrow ridge of gravel and sand [n -S]
OUD,  an African stringed instrument [n -S]
OUK,  (Scots) a weekalso OULK [n -S]
OUP,  to bind with threadalso OOP [v -ED
OUR,  belonging to usalso OOR [adj]
OUS,  OU(South African) a man
OUT,  to reveal [v -ED-ING
OVA,  OVUMthe female reproductive cell [n]
OWE,  to be indebted for [v OWEDOWING
OWL,  to smuggle wool or sheep [v -ED-ING
OWN,  to have as a possession [v -ED-ING
OWT,  (dialect) anythingalso AUGHT
OXO,  of compoundscontaining oxygen
OXY,  a powerful analgesic drugsynthesized from thebaine [n OXIES]
OYE,  a grandchildalso OE
OYS,  OY(Scots) a grandchild
PAC,  a shoe patterned after a moccasin [n -S]
PAD,  to stuff or fill with soft material [v PADDEDPADDING
PAH,  (Maori) a hill fortalso PA [n -S]
PAK,  (colloquial) a pack [n PAKS]
PAL,  to associate as friends [v PALLEDPALLING
PAM,  the jack of clubs in certain card games [n -S]
PAN,  to criticize harshly [v PANNEDPANNING
PAP,  to feed with soft mash [v PAPPEDPAPPING
PAR,  to score a certain number of golf strokes [v PARREDPARRING
PAS,  (French) a step [n PAS]
PAT,  hitting the mark precisely [adj PATTERPATTEST
PAV,  (short for) a pavlovaa type of dessert consisting of a meringue base topped with whipped cream [n -S]
PAW,  to draw the forefoot along the ground [v -ED-ING
PAX,  (Latin) peacea truce [n -ES]
PAY,  to give money in exchange for goods or services [v PAIDPAYING
PEA,  the edible seed of an annual herb [n -S]
PEC,  (colloquial) a pectoral muscle [n -S]
PED,  a natural soil aggregate [n -S]
PEE,  to urinate [v PEEDPEEING
PEG,  to fasten with a wooden pin [v PEGGEDPEGGING
PEH,  a Hebrew letteralso FE
PEL,  an earliernow less common
PEN,  to writeor commit to paper [v PENNED
PEP,  to fill with energy [v PEPPEDPEPPING
PER,  for each [prep]
PES,  a foot or footlike part [n PEDES]
PET,  to caress with the hand [v PETTEDPETTING
PEW,  a bench for seating people in church [n -S]
PHI,  a Greek letter [n -S]
PHO,  a Vietnamese noodle soup [n -S]
PHT,  used as an expression of annoyancealso PHPHT [interj]
PIA,  a membrane of the brain [n -S]
PIC,  (colloquial) a picture [n PICS or PIX]
PIE,  to mix printing type indiscriminatelyalso PI
PIG,  to give birth to cloven-hoofed mammals [v PIGGEDPIGGING
PIN,  a piece of wood or metal used for fastening [n -S] / to fasten with a pin [v PINNEDPINNING
PIP,  to offend or disgust [v PIPPEDPIPPING
PIR,  a Muslim title of honourgiven to a holy man [n -S]
PIS,  PIto mix type indiscriminately [v]
PIT,  to mark with depressions [v PITTEDPITTEN or PUTTEN
PIU,  (Italian) more (a musical direction) [adv]
PIX,  a container for communion breadalso PYX [n -ES]
PLU,  (Canadian) a beaver pelt for tradingalso PLUE
PLY,  to bend or fold [v PLIEDPLYING
POA,  a meadow-grass plant [n -S]
POD,  to produce seed coverings [v PODDEDPODDING
POH,  to reject contemptuously [v -ED-ING
POI,  a Hawaiian food [n -S]
POL,  a politician [n -S]
POM,  (colloquial) a Pomeranian dog [n -S]
POO,  (vulgar slang) to defecate [v -ED-ING
POP,  to make a sharpsmall
POS,  (colloquial) positivealso POZ
POT,  to put into a rounddeep container [v POTTED
POW,  (Scots) the head [n -S]
POX,  to infect with syphilis [v -ED-ING
POZ,  (colloquial) positivealso POS
PRE,  before [prep]
PRO,  (short for) a professionalor prostitute [n -S]
PRY,  to inquire impertinently into private matters [v PRIEDPRYING
PSI,  a Greek letter [n -S]
PST,  an interjection used to attract attentionalso PSST [interj]
PUB,  to go to a public bar [v PUBBEDPUBBING
PUD,  (colloquial) pudding [n -S]
PUG,  to fill in with clay or mortar [v PUGGEDPUGGING
PUH,  (Shakespeare) an interjection expressing disgustalso PUGH [interj]
PUL,  a coin of Afghanistan [n PULS or PULI]
PUN,  to make a play on words [v PUNNEDPUNNING
PUP,  to give birth to puppies [v PUPPEDPUPPING
PUR,  to utter a lowvibrant sound
PUS,  a viscous fluid formed in infected tissue [n -ES]
PUT,  to place in position [v PUTTED or PUTPUTTING
PUY,  a small volcanic cone [n -S]
PWN,  (slang) to dominate or humiliate an opponent esp. in online gaming [v -ED-ING
PYA,  a copper coin of Burma [n -S]
PYE,  to mix printing type indiscrimatelyalso PI
PYX,  to test newly minted coins [v -ED-ING
QAT,  (Arabic) a shrub of East AfricaArabia
QIN,  (Chinese) a kind of Chinese zither with silken stringsalso GUQIN [n -S]
QIS,  QI(Chinese) a life force
QUA,  (Latin) the capacity of [adv]
RAD,  afraid [adj RADDERRADDEST] / to fear [v RADDED
RAG,  to tease or ridicule [v RAGGEDRAGGING
RAH,  to cheer on a team or player [v -ED-ING
RAI,  a modern North African form of popular music [n -S]
RAJ,  in Indiasovereignty [n -ES]
RAM,  to thrust roughly with force [v RAMMEDRAMMING
RAN,  RUNto move by rapid steps [v]
RAP,  to strike sharply [v RAPPEDRAPPING
RAS,  an Ethiopian prince [n -ES]
RAT,  to hunt long-tailed rodents [v RATTEDRATTING
RAV,  (Hebrew) a rabbiesp. one in authority; a teacher or mentor [n -S]
RAW,  uncooked [adj RAWERRAWEST
RAX,  to stretch out [v -ED-ING
RAY,  to emit a narrow beam of light [v -ED-ING
REB,  a Confederate soldier [n -S]
REC,  a recreation ground [n -S]
RED,  the colour of blood [adj REDDERREDDEST
REE,  (Scots) a walled enclosure for sheep [n -S]
REF,  to referee [v REFFEDREFFING
REG,  (short for) a regulation [n -S]
REH,  an accumulation of salts on soil [n -S]
REI,  a former Portuguese coin [n -S]
REM,  a unit of radiation dosage [n -S]
REN,  (obsolete) to runalso RENNE
REO,  (Maori) language [n -S]
REP,  to act as a commercial representative [v REPPEDREPPING
RES,  (short for) (a Native American) reservationalso REZ [n -ES]
RET,  to expose to moisture [v RETTEDRETTING
REV,  to increase the speed of [v REVVEDREVVING
REW,  (Spenser) a row [n -S]
REX,  a king [n REGES] / an animal with a single wavy layer of hair [n REXES]
REZ,  (short for) a (Native American) reservationalso RES [n REZES or REZZES]
RHO,  a letter of the Greek alphabet [n -S]
RHY,  (Spenser) rye [n RHIES]
RIA,  a longnarrow inlet [n -S]
RIB,  to poke fun at [v RIBBEDRIBBING
RID,  to free or clear [v RIDDEDRIDDING
RIF,  to dismiss from employment [v RIFFEDRIFFING
RIG,  to equip or fit with sails [v RIGGEDRIGGING
RIM,  to provide with an outer edge [v RIMMEDRIMMING
RIN,  (Scots) to run [v RUNRAN
RIP,  to tear apart roughly [v RIPPED or (obsolete) RIPTRIPPING
RIT,  (Scots) to scratchscore
RIZ,  RISEto move upward [v]
ROB,  to steal [v ROBBEDROBBING
ROC,  an enormous bird of Arabian legendalso ROK
ROD,  to clear a drain with a long slender pole [v RODDEDRODDING
ROE,  a mass of fish eggs [n -S]
ROK,  an enormous bird of Arabian legendalso ROC
ROM,  a gypsy man [n ROMA or ROMS]
ROO,  (short for) kangaroo [n -S]
ROT,  to decompose [v ROTTEDROTTING
ROW,  to propel by means of oars [v -ED-ING
RUB,  to apply friction [v RUBBEDRUBBING
RUC,  an enormous bird of Arabian legendalso ROC
RUD,  (Spenser) to redden [v RUDDEDRUDDING
RUE,  to feel sorrow or remorse for [v RUEDRUING or RUEING
RUG,  (Scots) to pull roughly [v RUGGEDRUGGING
RUM,  odddroll [adj RUMMER
RUN,  to move by rapid steps [v RANRUN
RUT,  to make grooves in [v RUTTEDRUTTING
RYA,  a Scandinavian handwoven rug [n -S]
RYE,  a cereal grassalso RHY [n -S]
RYU,  (Japanese) a school of Japanese martial arts [n -S]
SAB,  (Scots) to sob [v SABBEDSABBING
SAC,  in biologya baglike structure [n -S]
SAD,  unhappy [adj SADDERSADDEST
SAE,  (Scots) so [adv]
SAG,  to bend or give way [v SAGGEDSAGGING
SAI,  the capuchin monkey [n -S]
SAL,  a large North Indian tree [n -S]
SAM,  (Spenser) to gather [v SAMMEDSAMMING
SAN,  (short for) a sanatorium [n -S]
SAP,  to deprive of strength [v SAPPEDSAPPING
SAR,  (Scots) to savouralso SAIR [v -ED
SAT,  SITto rest on the buttocks [v]
SAU,  a monetary unit of Vietnamalso XU [n SAU]
SAV,  (short for) a saveloya highly seasoned sausage
SAW,  to cut with a jagged-edged tool [v SAWEDSAWN
SAX,  a chopper for trimming slatealso ZAX
SAY,  to utter in wordsspeak [v SAID or (obsolete) SED
SAZ,  a stringed instrument of the Middle East [n SAZES or SAZZES]
SEA,  a great expanse of water [n -S]
SEC,  (short for) a second [n -S]
SED,  SAYto utter in words
SEE,  to observe with the eyes [v SAWSEEN
SEG,  a stud in the sole of a shoe [n -S]
SEI,  a kind of rorqual whale [n -S]
SEL,  (Scots) self [n -S]
SEN,  (Japanese) a monetary unit of Japan [n SEN]
SER,  an Indian unit of weight [n -S]
SET,  to put in a particular position [v SETSETTING
SEV,  (Hindi) an Indian food of deep-fried strands of flour [n -S]
SEW,  to mend or fasten with a needle and thread [v SEWEDSEWN
SEX,  to assess organisms according to reproductive functions [v -ED-ING
SEY,  a part of a carcase of beef [n -S]
SEZ,  SAYto utter in words
SHA,  an interjection requesting silencealso SH
SHE,  a female person [n -S]
SHH,  an interjection requesting silencealso SH
SHO,  a nonstandard spelling of surerepresenting its pronunciation in the southern US [adj]
SHY,  embarrassedbashful [adj SHIER or SHYER
SIB,  a blood relationa kinsman
SIC,  to incite a dog to attackalso SICK [v SICCED
SIF,  (South African) disgusting (syphilitic) [adj]
SIG,  a short personalized message at the end of an emaila signature [n -S]
SIK,  (Australian slang) excellent [adj]
SIM,  (short for) simulation or for Simeonitean evangelical follower of Charles Simeon [n -S]
SIN,  to offend against moral or religious law [v SINNEDSINNING
SIP,  to drink in small quantities [v SIPPEDSIPPING
SIR,  to use a respectful form of address to a man [v SIRREDSIRRING
SIS,  (short for) sisteralso SISS [n -ES]
SIT,  to rest on the buttocks [v SAT or (obsolete) SATESITTEN
SIX,  a number [n -ES]
SKA,  a form of Jamaican music similar to reggae [n -S]
SKI,  to travel over snow on narrow strips of woodalso SKEE [v -ED
SKY,  to hit or throw towards the upper atmosphere [v SKIED or SKYEDSKYING
SLY,  cunningwily; surreptitious [adj SLIER or SLYER
SMA,  (Scots) small [adj]
SNY,  (Canadian) a side channel of a riveralso SNYE [n SNIES]
SOB,  to cry with a convulsive catching of the breath [v SOBBEDSOBBING
SOC,  the right of holding a local court [n -S]
SOD,  to cover with turf [v SODDEDSODDING
SOG,  (dialect) to soak [v SOGGEDSOGGING
SOH,  the fifth note of the musical scalealso SO
SOL,  the fifth tone of the scalealso SO
SOM,  a monetary unit of Kyrgyzstan [n SOMS or SOMY]
SON,  a male offspring [n -S]
SOP,  to dip or soak in a liquid [v SOPPEDSOPPING
SOS,  SOthe fifth tone of the scale
SOT,  to play the drunken fool [v SOTTEDSOTTING
SOU,  (French) a former French coin [n -S]
SOV,  (short for) a sovereigna gold coin [n -S]
SOW,  to scatter seeds for a crop [v SOWEDSOWN
SOX,  (slang) socks [n]
SOY,  a darksalty sauce made from fermented beans and wheat flour
SOZ,  (short for) sorry [interj]
SPA,  a resort with a mineral spring [n -S] / to stay at a spa [v -ED-ING
SPY,  to watch secretlyalso SPIE [v SPIED or (obsolete) SPIDE
SRI,  (Sanskrit) in Indiaa title of great respect given to a man
STY,  to keep in a pigpen [v STIED or STYEDSTYED
SUB,  to act as a substitute [v SUBBEDSUBBING
SUD,  a froth of soapy water [n -S]
SUE,  to institute legal proceedings against [v SUEDSUING
SUG,  to attempt to sell a product while purporting to be engaged in market research [v SUGGEDSUGGING
SUI,  (Latin) of himselfitself [pron]
SUK,  (Arabic) an Arab marketplacealso SUKH
SUM,  a monetary unit of Uzbekistan [n SUMY] / to addmake up the total of [v SUMMED
SUN,  to expose to sunlight [v SUNNEDSUNNING
SUP,  to eat supper [v SUPPEDSUPPING
SUQ,  (Arabic) an Arab marketplacealso SUK
SUR,  (French) onabove [prep]
SUS,  to arrest for suspicious behaviouralso SUSS [v SUSED or SUSSED
SWY,  (Australian) the Australian game of two-up [n SWIES]
SYE,  to strain [v SYEDSYEING
SYN,  since [prep]
TAB,  to provide with an identifying mark [v TABBEDTABBING
TAD,  a small amount [n -S]
TAE,  (Scots) to toe the line [v TAEDTAEING
TAG,  to provide with an identifying marker [v TAGGEDTAGGING
TAI,  (Japanese) a Japanese sea bream [n -S]
TAJ,  a dervish's tall conical cap [n -ES]
TAK,  (Scots) to take [v TAKENTOOK
TAM,  a tight-fitting Scottish cap [n -S]
TAN,  brown [adj TANNERTANNEST] / to become brown in the sun [v TANNED
TAO,  (Chinese) a path of virtuous conduct in Chinese philosophy [n -S]
TAP,  to strike gently [v TAPPEDTAPPING
TAR,  to cover with a viscous black liquid [v TARREDTARRING
TAS,  TAan expression meaning thank you [n]
TAT,  to make lacealso TATT [v TATTED
TAU,  a Greek letter [n -S]
TAV,  a letter of the Hebrew alphabet [n -S]
TAW,  to convert into white leather with minerals [v -ED-ING
TAX,  to impose a charge for public purposes [v -ED-ING
TAY,  (dialect) tea [n -S]
TEA,  to drink a beverage made with tea leaves and boiling water [v -ED-ING
TEC,  (slang) a detective [n -S]
TED,  to spread hay for drying [v TEDDEDTEDDING
TEE,  to place a golf ball on a small peg [v TEEDTEEING
TEF,  (Amharic) a kind of cereal grassalso TEFF [n -S]
TEG,  a sheep in its second yearalso TEGG [n -S]
TEL,  in Arab landsa hill or ancient mound formed from the accumulated debris from earlier mud or wattle habitations [n -S]
TEN,  the next whole number after nine [n -S]
TES,  TE(in tonic sol-fa) the seventh degree of any major scale [n]
TET,  (Hebrew) a letter of the Hebrew alphabetalso TETH [n -S]
TEW,  to hustle [v -ED-ING
TEX,  a unit of linear density of yarn1 gramme per kilometre [n -ES]
THE,  the definite article [adj]
THO,  (Spenser) those [adj]
THY,  possessive form of thou [pron]
TIC,  to twitch [v TICCEDTICCING
TID,  (Scots) a moodstate of mind [n -S]
TIE,  to fasten [v TIEDTIEING or TYING
TIG,  to touch [v TIGGEDTIGGING
TIK,  (South African) the drug methamphetamine in crystal form [n -S]
TIL,  the sesame plantalso TEEL [n -S]
TIN,  to coat with a metallic element [v TINNEDTINNING
TIP,  to give a gratuity [v TIPPED or (obsolete) TIPTTIPPING
TIS,  TIthe seventh tone of the diatonic musical scale [n]
TIT,  to tug [v TITTEDTITTING
TIX,  (slang) tickets [n]
TIZ,  a state of confusionalso TIZZ
TOC,  telecommunications code for the letter T [n -S]
TOD,  a weight used in the wool tradeusually 28 pounds or 2 stone [n -S] / to yield a tod [v TODDED
TOE,  to touch with projecting members of the foot [v TOEDTOEING
TOG,  to clothe [v TOGGEDTOGGING
TOM,  to engage in prostitution [v TOMMEDTOMMING
TON,  a unit of weight [n -S]
TOO,  in addition [adv]
TOP,  to cut off the highest point [v TOPPEDTOPPING
TOR,  a highcraggy hill [n -S]
TOT,  to total [v TOTTEDTOTTING
TOW,  to pull by means of a chain or rope [v -ED-ING
TOY,  to amuse oneself with a child's plaything [v -ED-ING
TRY,  to attempt [v TRIED or (obsolete) TRIDETRYING
TSK,  to utter an exclamation of annoyancealso TSKTSK [v -ED
TUB,  to wash in a large receptacle [v TUBBEDTUBBING
TUG,  to pull with force [v TUGGEDTUGGING
TUI,  (Maori) a New Zealand birda honey guide [n -S]
TUM,  (colloquial) the stomachalso TUMMY [n -S]
TUN,  to store in a large cask [v TUNNEDTUNNING
TUP,  to copulate with a ewe [v TUPPEDTUPPING
TUT,  to utter an exclamation of impatience [v TUTTEDTUTTING
TUX,  (short for) tuxedoa dinner jacket [n -ES]
TWA,  (Scots) twoalso TWAE
TWO,  the next whole number after one [n -S]
TWP,  (Welsh) dimwitted or stupid [adj]
TYE,  to wash in a trough [v TYEDTYEING
